director_id,movie_id
36380,B000HLDFN6
7914,B000HLDFN6
30259,B00008EY91
19517,630229648X
37911,B006QPT3N8
24477,B00016XNNY
4659,6303675026
12419,B004GIZWNW
24318,6302002516
4568,B000EQ5V36
35503,B002U1MAEQ
27859,B002MHE7IA
30726,B00000JLWC
2905,B0056031LE
29572,B00000JLWR
10502,B00000JLWQ
10305,B0009275MA
10502,B00000JLWU
38248,B002FFQEY4
24531,B00008UAPT
9166,B000I0GGSW
19517,B00000JLWT
33482,B0000AGTL4
36746,B001HUHBAE
36189,B00008UAPP
17132,B001C4ZQ9S
12197,B001C4ZQ9S
5177,B001C4ZQ9I
39333,B00008UAPG
14302,B00007AS0W
798,B000UAE7VS
28723,B000UAE7VS
37618,B000UAE7VS
35370,B000UAE7VS
34742,B000UAE7VS
1316,B004DD9DD0
38963,B002IDDRT8
2732,B001NTFBM4
32078,B001NTFBM4
11661,B005WOAE0K
15678,B000ZU98GW
32926,B003ASLJM2
20081,B00069WF8U
39047,B003C5FMLW
3532,B001GAO586
5429,B0001DMXSI
22827,B000NZ412U
6623,B000NZ412U
17521,B000QGE856
33669,B005CFC06A
35503,B006JIV0YC
31877,B003ULSS5A
2138,6301581474
26347,6301581474
23909,B000FZETXE
3214,B000VT6NDI
16396,B000QRIKCC
16421,630311203X
5918,B000FA57U8
6716,B000FA57U8
24910,B000CSTKHO
24910,B000CSTKHE
24649,B0030BOCGE
34784,B0030BOCGE
25928,B00006FDAH
36616,B00004VVNE
12813,B00004WI9W
9853,B00004WI9W
6053,B00004WI9W
9613,B00004WI9W
25137,B0014W2G1O
10481,B000FUF6S6
17145,B00004WI9M
14233,B00004WI9L
11182,6302786606
32093,B000CSTKH4
22548,B0030BOCG4
3336,B000U6C39K
30334,B000U6C39K
26797,B000U6C39K
31616,B000U6C39K
7579,B000U6C39K
15184,B000U6C39K
28837,B000U6C39K
8423,B000U6C39K
13767,B000U6C39K
15255,B000U6C39K
39361,B00004WI9D
12475,B0009WMEOO
2531,B000QGE85Q
31869,B000QGE85Q
20611,B000QGE85Q
17997,B000QGE85Q
4664,B000QGE85Q
17029,B0000AZT20
13728,B002CEK2PA
4103,B007GUQNZ8
23230,B0016K76X2
1131,B000EJ9VAC
15596,B000EJ9VAC
19610,B00009Q7W9
10965,B00009Q7W9
10581,B0055SJW42
38800,B00595W3OW
20304,B00006II6Z
25670,B00004RG68
12410,B00004RG68
6473,B00004RG68
3837,B00004RG68
9895,B000RRTBH4
8880,B007MZ0K9C
12410,B00004RG66
7617,B000BDGVSG
6473,B00004RG65
4536,B0054U547K
32273,B000RO9PUU
36616,6301599896
36356,6302453267
1288,B001H20HKS
31297,B0002S93XU
5957,B000JPDJUY
19436,6305830924
34802,B00000I1RY
37147,B001J697B2
20537,B000069CEV
26817,B00595W3O2
19993,B0001ZWY8A
6137,B001UAH340
176,B001UAH340
34055,B00004D2ZY
36157,B005P2BL6A
12496,B0001NE5YS
31449,B0001NE5YS
28919,B0001NE5YS
1024,B0001NE5YS
33964,B004LJX0IU
18617,6305506531
6401,6305506531
26940,6305506531
34717,B009DH371K
8221,6304753349
31306,6304753349
23485,B004R1428O
18795,B0080QOL0Q
39672,B000YZTBGA
5711,B00004I9Q1
5564,B003E7EKSY
7910,B004JJ2GJG
17761,B000FGFBL2
30278,B000X5NRUW
15449,B000PDZS18
23892,B004JXMLX8
28703,B0095V14TQ
38165,B002ZNBMP2
16247,B0060D2Q9Y
16578,B000R7HY50
10515,B000R7HY5K
3518,B00009W35L
213,B00009W35M
7869,B00009W35N
11370,B00009W35O
31397,B00009W35J
6490,B00009W35G
9643,B00062IVL2
2415,B000JU8H6K
29427,B000PDZS1I
27166,B000HOMSR2
22265,B000PDZS1S
10006,B004TGYHLY
31058,B004TGYHLY
5564,B003E7EKS4
37961,B0002DVA22
6309,B0002DVA22
30704,B00004RJ7C
810,B0011EU0JK
13767,B00004RJ7H
3757,B00004RJ7K
20918,B003ID4YR6
28925,B008R6MKHA
12404,6301540441
21470,B00029RT2Q
19162,B00029RT2Q
29734,B003E0YU0Y
33531,B002R3BTS0
21098,B0013LL2ZW
20368,B008V6Q69Y
5153,B001HMFC4O
32868,B0013LRKUI
11997,B0013LRKUI
982,B0013LRKUI
1158,B0013LRKUI
10265,B0000639I4
20990,B0000639I7
6033,B00000JQ9X
20990,B0000639I6
5969,B001DZOD7C
16612,B001UN1KXW
34938,B002W3EJ32
10005,B002W3EJ32
19797,B00005MNI6
39307,B0013LRKUS
26305,B0013LRKUS
3012,B0013LRKUS
7312,B0013LRKUS
29696,6304766742
23695,B004T7HSQO
36119,B0000639IK
15728,B0000639IM
31122,B009K1AWIU
3336,B0000DZTN8
38158,B0000639IU
38753,B0011NVC3O
31422,B004ZGZVRM
29871,B00004XMV7
27980,B0009RQS7I
32524,B00005B22G
3598,6303029264
9822,B000ICXQT2
35503,B002ZC0GZK
879,B00004RJ71
20307,B005M2AKJ2
31492,B00004RJ74
21111,B00004RJ74
37200,B003I7BXJO
2883,B003I7BXJO
18800,B00004RJ73
16080,B003Y2VK32
23121,B001OMV9U8
22725,B0009O1HAY
26474,B0010Z642C
17489,B0010Z642C
9499,6302782961
26921,B003HNNEUA
23575,B00004CPZ7
22725,B0009O1HAO
11676,B000CNGBYY
14655,B00004CYAQ
3339,B00004CYAQ
36669,B00009MGEN
31914,B00004CYAZ
33280,B00004CYAU
17629,B003FXXO8O
32887,B000FBCE80
1522,B00004CYAB
1153,6304411480
36388,B00004CYAG
23038,B00004CYAE
21712,B000GT7XXW
29772,B0043RIOZ4
13713,B00004CYAJ
15407,B00004CYAH
3116,B00004CYA3
13896,B00004CYA1
34300,B00004CYA0
7966,B001O510ZO
4417,B000AQ6A4E
35413,B00185P8HQ
13778,B0040J2VQ8
4484,B000WPGVGA
35813,B000GI3RJW
38248,B00079ZAD6
15243,B002WV6Y0U
20571,B002WV6Y0U
25319,6304925085
4038,B000VG4BTY
14680,B00004CPZQ
37163,B004ZTLNSA
23422,B0001EQI38
3229,B004GV9B3G
32172,B000QJMDLY
24830,B000VPKIRE
25646,B008TYX24U
25157,B008TYX24U
33955,B008TYX24U
3435,B008TYX24U
12678,B008TYX24U
32581,B008TYX24U
23764,B008TYX24U
6805,B008TYX24U
7253,B008TYX24U
39147,B008TYX24U
29108,6302627001
37858,B002SIZ0SY
32926,B007FQDO14
29677,B003XTUAOG
7594,B001NVFU3W
3603,B004TTOQH6
32926,B005G7WGHC
38614,B003L16FAE
17981,B003L16FAE
20918,B003IPQ0M6
6545,B007SZDAYI
10933,B007SZDAYI
17265,B003L16FAO
26549,B002D0WFK8
23510,B0002ERXB8
16543,B00008T2NA
18148,B000AE8KWQ
15397,B000AE8KWQ
23890,B000AE8KWQ
29427,B000AE8KWQ
15800,B008A1TR4Q
37471,6305943591
37858,B0006N5H68
2544,B00576U9I0
31365,B001IWWV9M
28574,B0085X315A
34558,B0001US7Z4
33810,B004X63S9M
23422,B0001EQI3I
38687,B000OVAAV4
37196,B000OVAAV4
1760,B000OVAAV4
28602,B007QAGFGA
20136,B00429C1QQ
10310,B00632KSYM
33280,B00632KSYM
12475,B00632KSYM
35848,B0069556TU
34164,B004BUUPGE
32926,B002MIK0SK
7967,6302610575
21768,6302610575
34037,B0007989ZC
22342,B0000U0GN6
26006,B0000U0GN6
22727,B00006II6O
27895,B00006II6O
29356,B001UHLNY4
27947,630440459X
33880,630440459X
6317,B003K56VKK
11282,B0002A2W4U
16699,B0033G9OBO
28224,B000O785ZG
35221,B000O785ZG
35671,B000O785ZG
33786,B0000X7SMA
15327,B001GGX9R8
17408,B003B2C9A8
3784,B0001Z36Y6
13318,B0001Z36Y6
16896,B000VZK3LU
11850,B00170JSG4
25654,B005X5ERBK
31578,B002UXDLFQ
13713,B000094J63
28226,6303566839
20868,B004RQDQIQ
12433,B004RQDQIQ
22342,B0000U0GNG
26006,B0000U0GNG
35103,B002A97JBM
32637,B002ICBYLC
24225,B008OML4KQ
6463,B004MWSUXG
15712,B000I8JEQK
22260,B00500Y7S6
9879,B005IW503M
28907,6301395859
27763,6301395859
22005,6301395859
9004,6304312180
37611,B00004RYUV
24269,B00004RYUU
30247,B0021UDX8I
31977,B00004RYUP
92,B00004RYUR
17785,B00004RYUY
26930,B003U657SG
33908,B004FHUZR2
33752,B001KWTBTS
6441,6305807787
32135,B00004RYUA
13935,B00004RYUL
21768,B0013Z6SY8
6317,B00004RYUO
22828,B00004RYUH
9060,B00004RYUI
8160,B004UR1VFW
37837,B0024RI6U8
18637,6301400879
10935,6301400879
24859,6301400879
39968,6301400879
31608,6301400879
32197,6301400879
38882,6301400879
36931,6301400879
32663,6301400879
16294,6301400879
28895,B001B2U1AA
32875,B000BQ5J1I
37805,6302033942
17397,B00014NEF8
24466,B00668IE9O
15188,B0002HODEA
5009,B00014NEFI
39222,B00013D4UY
36214,B000E3LGII
35024,B000E3LGII
32926,B007VQE7IC
16644,B004H83INM
17793,B004H83INM
22990,B004H83INM
19619,B00004RYU4
25505,B005M2AKJC
4765,B002ZVIKQ8
24621,B008IG0E3Q
1579,B00004RYU8
15983,B00004RYU2
15121,6301730046
29606,B000FJH5G8
18012,6303281168
28146,6303281168
39828,6303281168
18286,6303281168
21047,B00009IAXZ
16793,B002SUDU48
22558,B003AJGXGS
34923,B00004R672
20185,B00004R673
20765,B00004R675
21123,B004R6RSNU
18661,B00004R674
35503,B0095XD18G
26991,B00004R679
2285,B0000U0X2A
7119,B0000U0X2A
6807,B000057PKH
35531,B004PXJZNG
21714,B008AN8XNA
12607,B006MGTIC2
32408,B00008L3ZX
28760,B007XBR7VY
14610,B007JC63F8
1353,B00328HS6G
35503,B002YKMHNW
16305,B0002OXV2I
1238,B006Z4LP72
22532,B006Z4LP72
23282,B0070I7QGG
10702,B00004R67E
1023,B003Y17K78
8713,B00004R67I
25490,B002M2Z3AG
36870,B00004R67P
34776,B001AP33SA
12930,B00004R67L
18879,B00004R67R
39455,630359400X
16188,6302503531
29377,630443720X
39533,B006GV73KW
21027,B001U1RM3G
2484,B00005BGNJ
33543,630394163X
11503,630394163X
7006,B000OC7D4A
16456,B000OC7D4A
20856,B000OC7D4A
9742,B000OC7D4A
27632,B000OC7D4A
4608,B000OC7D4A
21960,B000OC7D4A
33336,B000OC7D4A
21151,B000OC7D4A
7904,B000OC7D4A
28371,B001O53ZGQ
27062,B001O53ZGQ
27241,6305841225
22267,B002N8YL3Y
25144,B00008V5UU
14329,B00008V5UU
25144,B00008V5UT
14329,B00008V5UT
31142,B004DC802Q
1674,B002G8249Y
17691,B00004CIFM
38165,B001AD8FHG
36324,B001AZ5ISS
16451,B000E3LD7M
10350,B0000AOWN4
21150,B003Y5H4RA
34426,B0000AOWN6
19660,B001NTDR1Q
1803,B001NTDR1Q
14361,B0000AOWN9
27802,B0056XCCYI
28089,B000TK56W8
26508,B000TK56W8
879,B0035LSXDW
3201,B0002CR0EU
28104,B0002CR0EU
5311,B0012U34NC
12791,B00147AJ9U
28877,B000NMY7CM
6424,B003K98HLM
34300,B0079KGAOY
32945,B002VW9XO4
34426,B005SYZZ80
20990,6302952565
15032,6302952565
25139,6302952565
35250,6302952565
32926,B008VPCL6M
7579,B008578H9G
31637,B008578H9G
27897,B008578H9G
24835,B008578H9G
27575,B008578H9G
20151,B008578H9G
26846,B008578H9G
5578,B008578H9G
33935,B008578H9G
18903,B008578H9G
19958,B004Q2TWR0
3346,B000007P4G
37602,6301696743
24948,6301696743
21748,6301696743
35503,B007K36AUY
9675,6302111358
3262,6303544444
18203,B002P7UCBI
18187,B002LKHTE2
28109,B003CXP5QG
16647,B003CXP5QG
18457,B003CXP5QG
16997,B003CXP5QG
7840,B003CXP5QG
5933,B003CXP5QG
39918,B003CXP5QG
4047,B000SW4DQC
902,B0023W1M4G
31711,B000056N8B
16556,B000ABSA8S
27724,B000SW4DQW
16915,B0001IXTOA
21052,B00606UPFS
15865,B00606UPFS
34564,B000KF0NPW
36572,B0009X5800
3341,B0028S7SPC
15645,B003DVB7BY
27392,B00157UJWG
637,B00004RVRP
33549,B0057LODTQ
13795,B0072KZ0Z6
30576,B0072KZ0Z6
919,B0072KZ0Z6
12475,6302420458
25079,B00000F6YR
18230,630558785X
38317,B00004RVRO
2086,B001ED3JHI
9166,B004RE29T0
13323,B00004CZ0F
3221,B0030HQIZG
30327,B0000633SV
34616,B000UUK13Q
4480,B009NX7Y7M
32913,B000MMMT7S
11698,630267686X
39353,B0002TSYCA
28757,B000UFIYOY
39201,630541615X
1449,B00007CVT8
27562,B00007CVT9
2187,B00004XMRY
37645,B00004XMRY
5029,B0085QJ20K
3552,B00004CIE4
8793,B00007CVT4
1108,B00007CVT6
19891,B00007CVT7
35374,B000AEZU2O
687,B000EU1Q36
26262,B000EU1Q36
38422,B000EU1Q36
24835,B000EU1Q36
18151,B000EU1Q36
23362,B002XNEIJ6
4637,B000EU1Q3G
6792,B000EU1Q3G
13313,B000EU1Q3G
32414,B000EU1Q3G
19677,B000EU1Q3G
15464,B0083H6B0U
24144,B003AVGMV2
8835,B0001DCXT2
26025,B004P8R9IE
20765,6302054427
35197,B00004CIEQ
26856,B005VU9LUE
29878,B005WTG698
2763,B004P8R9IO
1453,B000PKG8WE
13713,B00004CIEN
29494,B00004CIEH
31822,B00004CIEH
34405,B00007CVTH
39305,B00007CVTB
28270,B000PKG8WO
30152,B00004CIEB
25799,B00007CVTA
16202,B00007CVTA
30744,6304452888
10757,B005KSW5PA
38165,B002ZP2SK8
25926,B001J38K86
39313,B00189CZMI
29071,B00189CZMI
38460,B00004Y87P
25776,B00005QB8Z
13693,B002I41KX2
32926,B006H9NLGS
2918,B000I2JDFI
28737,B000I2JDFI
18925,B000I2JDFI
17665,B000I2JDFI
14977,B0002I848K
17702,B000E5N684
39532,B003ZD9E1U
30223,B003ZD9E1U
31099,B00070M0M4
33085,B00070M0M4
24323,B00070M0M4
5024,B00070M0M4
38714,B00070M0M4
9031,B00070M0M4
12586,B003NLE5JA
30426,B002CFF33U
6384,B000TRIR22
1666,6303585760
12574,6302888255
34828,B008N8A40C
17391,B008N8A40C
6049,B00473YW14
110,B002QZDX2Y
11193,B004XYOQU4
7884,B0055XCGWW
18366,B003DZAMEI
27966,B003DZAMEI
13710,B003DZAMEI
31681,B004X9LNAU
21451,B000162ZNS
30404,B000162ZNS
5096,B001KV33VQ
39763,B005IQ6H9E
16405,B005FAH16Q
27993,B005FAH16Q
2047,B005FAH16Q
32165,B000006PE3
26529,B00004Y5RB
22166,B00065GX0K
24087,B0001NBLSQ
30554,B00004Y3Q9
19918,B000059XZT
19772,B000059XZL
39345,B000059XZN
12586,B003NLE5J0
8348,B000E5N68E
3303,B005JPTE9Y
19239,B005DWA9WY
18419,B0065VN99M
37432,B001IN6MQ4
33977,B00004Y3Q8
6396,B000CCBCIK
4187,B0084CAU10
34605,B000IY06RA
20037,6300255530
6934,6300255530
26899,6300255530
29523,6300255530
2270,B0009HMTFI
35503,B004YKX2XY
36587,B00004X0V1
2631,B001O4C6PS
11659,B001O4C6PS
5069,B000IJ79RK
24819,B00004X0V6
6396,B000CCBCIU
27882,B00062IEUA
30955,B00004CQ8I
33854,B00004CQ8J
345,B007SSEYTA
376,B001R05UOS
19378,B0012NO92O
20918,B004F79J24
30958,B004FPXMBU
12155,B004FPXMBU
3135,B00004CQ85
36611,B00004CQ81
18799,B00004CQ83
32978,B00267N3DQ
18799,B00004CQ82
7007,B003UAFBXS
38391,B003KI8ML8
19774,6301279654
3837,B00004X0VA
34902,B006U5SHL8
39298,B0001ZDL5K
2294,B00004X0VP
37441,B006QKJ4RI
18203,B00004X0VW
15996,B000K0YM18
2138,B000K0YM18
32926,B000T4SX2O
6980,B000JVT074
4671,B000JVT074
39462,B00000FAM3
22363,B002QQFTHA
1449,B00005B723
19731,B001NHO7IA
2061,6302973457
588,B004ATEMRE
21051,B001P50HKM
9645,B001B187H0
7124,B004LWL0OS
16916,B00023JH86
21768,B000HPJHDE
4165,B001TIQUOM
21997,B000056HEE
38675,6303219551
22688,B002WCCK0W
7332,B00000I86K
588,B004ATEMR4
37644,B001G7EGOW
23154,B00095M4NC
2012,B00005B72H
37812,B0038P1D0K
2012,B00005B72I
20783,B000FQJPOQ
37416,B000T9FV0G
26593,6305260591
35913,B00005B72D
18335,B001ARDC0C
25292,B001ARDC0C
1497,B000W0C1M8
27763,B00005B72Y
26066,B00005BGN0
22946,B005R73666
17691,B00004CIH5
1342,B000KGGZU8
29100,6304863586
3510,B001E181XC
28100,B0006J240Y
29159,B001E181XW
16009,B005MTHRGO
23695,B00008L3SN
5792,B00008L3SO
3532,B000AO88QO
37359,B0070XUNEI
19437,B004EI2NUO
7872,B000ID37RM
38460,B001NFK5F6
25393,B000CEXF6A
13954,B000CEXF6K
19306,B00008T2H9
33003,B004U40NBS
18477,B005E7AOPK
16776,B005E7AOPK
6616,6302136202
38384,6303144128
35799,6302874483
31523,B0000Z0H94
9859,B000FQISGC
5527,B00008T2HY
18430,B002EZLQ0W
38116,B0001BMM2C
4756,B000CEXF60
38116,B0001BMM2M
29929,B00008L3SE
25977,B000JJSKU4
22962,B000EWBO90
22657,B0012JG19C
28044,B000UUX2JG
29795,B0000646UP
39881,B0000646UP
32323,B0000646UP
19477,B0000646UP
17951,B001E181X2
16009,B005MTHRG4
39756,B0000646UJ
16336,B0000646UJ
36335,B00798MFA4
9315,B0000646UO
39968,B0000646UO
10363,B0000646UM
34056,B0000646UM
23902,B008WJ4HXW
21056,B0000646UF
104,B000UUX2JQ
39756,B0000646UI
16336,B0000646UI
3883,B00004Y87F
33110,B000F0V0OA
38321,B00004CIH2
34992,B0044DJAQ4
18074,B007F4SDIU
35282,B004WJV748
20765,B005DWBB80
18864,B001D0BLRW
13577,6303614329
16980,B008645Z0M
13389,B0019GO57S
5142,B001736FN0
23571,B0000633R6
24647,B002XB4938
13450,B002PUI956
6450,B004YAEB6Q
9577,B002LFPAHA
17324,B000HT3PBU
3951,B00024I3E4
24813,B00004CZF1
28882,B001M0K2QO
9695,B000R7G5VO
149,B00005QB80
34991,B00005QB80
3136,B0010C7SVG
17008,B0065AVS0K
31492,B0065AVS0K
33284,B0065AVS0K
14475,B00932A3C6
19088,B00094ARV4
7270,B00094ARV4
37689,B00094ARV4
7911,B0009Y26WM
5610,B000QPECNK
37139,B00008G8U9
22460,B001ICVHO2
13315,B008CJ0JVQ
24858,B00079ZA2W
12288,B00551WU6G
18193,B0042KY6K4
33969,B003V8368Q
3871,B0019GO578
34808,B008H64B0O
14541,B001CMR4ZE
7584,B000UUCSLE
38141,B000W3RXGO
32587,B000I9WVNC
28047,B001JU6CGG
1361,6303510450
31230,B002BFBAWO
31216,B005C9YZMS
35120,B008PIUV4O
13130,B008PIUV4O
34787,B00000IQXL
19694,B002U6CJO2
5894,6302125898
13735,B000057VOD
29558,B001MYIXAW
2805,B0007XG0TK
32010,6303593607
12652,B003DZX44I
19901,B003DZX44I
351,B003DZX44I
15343,B000009DVL
1066,B004GYKNMG
28557,B000T9D6VW
3336,B0007LPSKO
10488,B00004W5UC
26199,1575233401
5437,6302281822
37911,B00004CKOX
9825,B00004CKOT
531,B00004CKOT
35799,B00000F4FU
2074,B00004CKOJ
20334,6301788559
1109,B00004CKOE
8511,B006UJDEL2
27724,B002ZG99MC
36998,B00004U0DG
12617,B00004U0DG
18971,B0087U3ZBQ
5251,B00004U0DF
16294,B00004U0DF
31186,B000HXDEYY
11531,B004K6WGDE
8880,B004K6WGDE
12244,B004K6WGDE
23433,B004K6WGDE
27800,B004K6WGDE
15088,B004K6WGDE
14622,B002NACY2W
20332,B004YLC0O0
32451,B004YLC0O0
38866,B004YLC0O0
17732,B0007TKOTQ
32823,B005XDNRJU
18281,B006MWA8QQ
31976,B003NKU9FK
30337,B007BKWPRI
24349,B001M5QQFU
6505,B003LPRRW0
20438,6304801300
19205,B00000G3BN
4708,B001DAIVXE
23076,B000RPSDVG
11062,B001TZLQ9E
19993,B0057YUV6C
35806,B0007LC5AA
1912,B0007LC5AA
24678,B0040DO0UY
2394,B0040DO0UY
34619,B0040DO0UY
26221,B00366BBK8
38322,B000FBVOA4
37858,B001QKZD6O
3146,B0068FYZ84
2805,B000LE1GGC
30539,B003O3EKRO
1162,B000LE1GGM
28440,6302572126
18986,B000LE1GGW
32926,B003PK28FM
7200,6303864104
31528,B001JPG85G
26366,B00004CZFN
7482,B000SAQARY
4425,B006RXQ1L6
34310,B00106YTD2
13047,B00106YTD2
30963,B00106YTD2
4679,B00106YTD2
3136,B00106YTD2
3418,6303450881
38129,B000I2J2WM
7124,B001MM4AO2
32926,B0083SJFYS
6265,B000I2J2WC
34061,B00003UCAX
12925,B003QSHMH2
33733,B000LXGVCW
11963,B000MGTQ6G
6542,B000MGTQ6G
36221,B000MGTQ6G
22600,B000MGTQ6G
16537,B000OSC6XW
24974,B000G5SBAA
20864,B0002V7NS4
27763,B0002V7NS4
12244,B0002V7NS4
1600,B0002V7NS4
29915,B0002V7NS4
34342,B0001GH7JA
39375,B0013PVGMM
14308,6300247163
28335,6304287046
28648,6304287046
33464,B00004TYBZ
24016,B001F784OQ
22789,B000G5SBAU
6076,B001RPZDZE
9418,1573626910
5762,B000GBEWKM
26853,B000GBEWKM
31968,B0079K4YGK
15759,B004RV713M
26784,B004LLIRP4
18068,B0017XH77S
37611,B000EMGICS
11132,B000TSIZYG
858,B0016JDQOG
19349,B0016JDQOG
32868,B0057UKI78
11598,B0057UKI78
518,B0057UKI78
19984,B0057UKI78
11997,B0057UKI78
8718,B0057UKI78
6984,B0057UKI78
7138,B0057UKI78
982,B0057UKI78
15292,B0057UKI78
10243,B0017VG61I
12343,B0035Q4TPI
3809,B002ZPIBP4
36389,B006GLPSAY
30525,B006GLPSAY
13081,B006GLPSAY
14932,B006GLPSAY
9244,B006GLPSAY
31015,B006GLPSAY
17530,B006GLPSAY
11531,B006GLPSAY
1965,B006GLPSAY
17247,B006GLPSAY
24716,B004X4O988
19993,B000ID37R2
5576,B002U6ZU0C
39538,B0017VG618
21114,B0017VG618
31871,B0017VG618
15420,B003ZXNCHC
26564,B003ZXNCHC
8837,B002I7Z7V0
6929,B000F0UU5A
22330,B006U3Y3XQ
3382,B006U3Y3XQ
5188,B006U3Y3XQ
238,B006U3Y3XQ
4768,B004LLIRPE
9827,B007AMMZA4
1357,B001E7LY6W
30915,B001E7LY6W
36195,6303427162
18879,B00005LQUC
19147,B0001GH7J0
9129,B001DM3UXI
24274,B00344EAHI
32029,B0051WTN14
38225,B003XJABTK
32057,B001E0GN6A
34799,B000PW9UMC
13970,B000VD5HV8
6817,B000K14LLS
38420,B000KJU1GY
28156,B000KJU1GY
4847,B000KJU1GY
32659,B000KJU1GY
1970,B000KJU1GY
902,B0001WTVZ2
5371,B000XCZGSG
4740,B001K36GHW
1217,6305807663
10815,B0010XPR0O
37033,6304561849
19669,6304561849
774,6304561849
30998,6304561849
15417,6304561849
30714,6304561849
28747,6304561849
38250,6304561849
690,6304561849
13790,6304561849
20744,6303082882
23426,B001WB6ME4
7362,B002K052Y2
28212,B00007L4KE
17265,1573471054
15196,B001WB6MEE
20007,B000SAAPHA
31323,B001P90EQ0
11809,B0046H0HZG
902,B0001WTVZC
30095,B000K14LL8
8713,B0051E9JNE
902,B0001WTVZM
13970,B000VD5HVI
38165,B002ZPP3FA
902,B0001WTVZW
9035,B002M4CH9O
32549,B000EDWKTM
9809,B000EDWKTM
9769,B000EDWKTM
38642,B000CQQIU8
29244,B003V8FYLI
14111,B000F3T5AS
1771,B0035ECHJ0
27236,B002CPV708
9825,B0000BZNJ4
34140,1930004486
16800,630343391X
25882,B0015RCURS
36774,B004SIP6VI
23909,B001J1UT8C
7843,B00005NKV8
38578,B00005NKV7
29867,B00008G64M
16149,B00005NKVY
37781,B00004CV17
11647,B00005NKVV
9382,B00005NKVW
948,B00005NKVL
12626,B001J32DXE
21291,B002ZZ3FNW
19601,B00005NKVF
39766,B0006I679O
1445,B0006I679O
30821,B0007VY5KI
1445,B0006I679E
33703,B008JBEKHG
13438,B008JBEKHG
3058,B000CQQIUI
394,B003V8FYL8
25882,B0015RCUR8
8182,6303389554
35938,B0095R62LK
1754,B002M4CH94
7343,B00003M5FR
4066,B00008G8BL
36949,6301718275
3229,6301718275
2879,B000OCKWVG
11895,B004ZGS2OQ
23367,B000FILUJ2
28786,B000FILUJ2
27204,B00414X63Y
38792,B00008G8BW
29296,B005NQ5LQE
21935,B000BKJ76C
24779,B000BKJ76C
19438,B000HIVOIC
2160,B000V02D04
8121,B0056ANHN6
8206,B003HIA9A8
30155,6300185125
997,B00003M5FX
35253,B006IRQU4O
39812,B0017OS1ZE
37781,6301975952
35531,B000CNE0T2
21938,B000CNE0T2
36365,B000CNE0T2
35678,B000CNE0T2
27575,B000CNE0T2
7261,B005NQ5LQ4
4164,B005NQ5LQ4
15624,B002BJGYOO
4121,B00012QMEK
26953,B000HIVOI2
34055,B000T417V8
3532,B00092PHZW
32926,B000XSKDPG
34381,B0006GVPXO
35785,B0044M2OPY
28744,B004ZGVCHU
5514,6303017983
36815,B0000897CA
9879,B0000897CG
18690,B00004RMD4
18690,B00004RMD3
4030,B000AC7OP2
34705,B000AC7OP2
39011,6302428149
6932,B001ABRMEA
37858,B0000897CU
28108,B0006JH36E
36372,B0001ZMWU0
6356,B0001ZMWU0
9055,B0035LD7WO
29296,B0035LD7WO
906,B0007989SO
8857,B00006JMUL
3810,B004N259HK
8455,B00023P4OC
32339,B00023P4OC
7914,B00023P4OC
23065,B00023P4OC
23346,B00006JMUM
11647,B00006JMUA
28337,B00006JMUA
10502,6303320597
21249,B003XRPJ76
31000,6303646697
1735,B0049CNV4C
6376,B00006JMU4
7953,B00308BB3Y
20707,B00308BB3Y
6193,B00006JMU6
17080,B000ZFVA6S
31637,B004GTQ4PG
28837,B004GTQ4PG
20437,B004GTQ4PG
18122,B004GTQ4PG
25106,B004GTQ4PG
18151,B004GTQ4PG
10764,B004GTQ4PG
27897,B004GTQ4PG
10101,B004GTQ4PG
19974,B002H6NVPQ
21649,B001781JSQ
28057,B00308BB3O
35944,B00008G98G
10311,B00008G98G
31154,B002H6NVPG
12999,B00023P4O2
36648,B00023P4O2
37509,B00023P4O2
34300,B0000YEEWQ
10898,B0000C9JEO
28101,B0000897C1
7287,B0000897C1
37381,B0000897C1
32586,B0000897C1
10499,B0000897C1
34558,B0001US84Y
30488,B001DJ7Q0E
14675,B001DJ7Q0E
10959,B001DJ7Q0E
10105,B0000897C4
29641,B0000897C9
10577,B0000897C9
24610,B000I9YWP2
14913,B00067BC90
1656,B00004CKBA
31435,B002SIBT98
22044,B00006IUOP
22945,B0007OP1UI
15864,B000TLOMPE
23695,B00004CZOB
4335,B00005JMFH
11695,B00005JMFH
33212,B000GNOSFE
38084,B000JU8HBU
39230,B000JU8HBU
23650,B0007OP1US
33212,B000GNOSFO
34426,B000BYA4J2
32135,B000QXDCO2
29671,B000GNOSF4
27615,B007ATHNT0
18721,B000MOP4ZA
6638,B000TXPXAU
21155,6302989663
17055,B00004CZOE
20528,B005IZGA3S
32111,B0041LULL2
5958,B001689EDY
31967,1574927329
5070,B004SAGT4Y
5958,B001689EDO
39333,B000807DIY
14461,B00006IUOC
36217,B00004RN0N
14513,B004JVCZX6
13518,B000LPS4ES
27194,B00004Y6G8
17265,B008MK7C2Y
21708,B002A4JB7W
16927,B002A4JB7W
17139,B0018BA73A
39610,B000B66GRY
38591,B000ENUKYY
24172,B000ENUKYY
38845,B000ENUKYY
1240,B000ENUKYY
760,B000ENUKYY
26717,6301253221
19909,6301253221
38258,B0006ZYPJG
16115,B0006ZYPJG
9577,B0018BA73U
12981,B000062XGH
27236,B000AJJNAY
19478,B000ZN71H2
